SCC,SC,Total,Pro1-1,Pro1-2,Pro1-3,Pro2,Pro3
2720004,aGgttVseeU,242,16,9,18,23,6
2720005,SkmiRKtRlC,257,2,2,8,14,
2720006,zpASktTKZm,199,19,15,16,46,6
2720007,VTuPaFjeTG,163,10,6,8,26,1
2720008,UAvesLCbuZ,190,19,8,9,18,5
2720009,blMcIotXUD,169,8,1,6,32,4
2720010,rwziwRQJtk,238,23,12,9,4,1
2720011,mvrFKnyGnA,168,13,4,5,8,1
2720013,KpRxRbsVKc,70,6,4,8,10,
2720014,SCAoMDSVqS,221,7,8,6,18,2
2720016,xedMXqKVUV,182,4,9,4,18,1
2720017,fMkGBGraoD,130,14,4,6,15,2
2720018,fDrGahGXYe,122,7,2,,8,
2720019,JqJfxKJvtU,317,19,12,17,102,3
2720020,zPmwqgeLrP,138,12,11,11,21,3
2720021,yNHkttFRuk,85,5,6,5,13,
2720022,aBUAMosksi,55,2,,2,10,
2720023,kHhoVYQecS,171,16,12,12,47,8
2720024,SDrTbjowbN,213,20,18,9,17,4
2720025,shzzubcApd,117,9,7,8,13,
2720026,aDojvlcqjQ,40,2,3,3,6,1
2720027,mKSKSJCFMt,37,,,,3,
2720028,nWkHZHFtDR,126,7,8,5,21,2
2720029,OPhrQrgSLI,291,28,20,22,39,9
2720030,XTomzvlDXB,51,3,1,3,7,1
2720031,ocjIQuTVgt,204,27,19,13,30,2
2720032,UnvDJtytAd,149,22,11,8,18,2
2720033,GidJsqsRas,193,19,8,12,13,
2720034,HlBObgVPSt,64,4,2,3,3,2
2720035,lEuTIKxFgB,197,16,12,13,14,1
2720036,wekIlUMGFv,263,34,37,24,70,14
2720037,lOvgMXdVGp,162,18,5,7,17,2
2720038,AUJBDRpOEV,208,41,38,34,142,20
2720039,eSXRsgdUmp,42,4,3,3,16,2
2720040,xOtRtePtaw,169,38,37,16,35,6
2720041,qezEPkredW,163,18,19,13,34,4
2720042,NheZBvcTBt,195,24,26,22,56,8
2720043,kqYYajTErj,149,36,14,14,43,6
2720044,MjhlcjlXKB,95,27,18,18,62,5
2720045,CaMOoFuLHD,165,8,5,8,6,1
2720046,xAzTvuXqAA,153,8,10,12,15,2
2720047,SmJDNnZhnQ,117,5,1,6,9,
2720048,JDeXxaQVeV,125,5,,4,2,
2720049,spQECSRKQV,212,22,21,16,90,4
2720050,osUCTVxYaj,175,8,7,7,25,1
2720051,ihCzNkcTbE,194,15,12,18,55,1
2720052,YFcUDyABuX,183,4,11,12,34,5
2720053,YNjJtBhWUx,127,22,18,15,14,2
2720054,xKCztQvyNl,153,14,12,12,12,1
2720055,PpLsjaIWbt,271,5,9,9,18,1
2720056,cNNyGkDseT,166,3,2,,4,
2720057,OAoKEQioeq,154,8,7,9,10,1
2720058,RGYjUQlmEh,83,24,18,14,17,9
2720059,qhOYKxgdBc,226,6,6,4,8,1
2720060,rWcnNaifzD,89,2,1,4,,
2720061,gRNtOSplKJ,116,7,4,5,14,4
2720062,yFjyACIWzZ,108,4,4,6,6,
2720063,dEUjVdSJuC,174,18,5,12,45,1
2720064,yhmrpCGnXn,214,17,21,20,91,4
2720065,QjzeuDJaSO,105,1,3,3,5,1
2720066,KOizfmEoGh,78,10,7,9,12,2
2720067,KxUarEMAlF,182,3,4,3,7,1
2720068,tgASarKaMb,298,31,23,12,19,3
2720069,IeVJYsJqiY,162,2,3,3,6,
2720070,LZopeAbGON,223,9,14,8,18,2
2720071,wqIokdVyJw,114,1,1,5,3,
2720072,uQnDupIkaQ,110,6,2,3,5,
2720073,ZlNqardwRo,102,24,16,9,21,1
2720074,iXOfdJtkGk,99,14,16,12,11,2
2720075,CMVvBuReAo,88,5,1,6,10,
2720076,CEvYtBLKlT,50,2,2,2,1,
2720077,hrXrIVNLVb,43,1,,,,
2720078,ISBEtjQDaf,108,17,11,12,46,14
2720079,UXLroIjXYz,130,12,,4,4,1
2720080,kBThJQuiKS,292,8,10,9,27,5
2720081,ZsOFuxHugX,129,11,6,7,31,4
2720082,QqUsCGaLiM,194,16,9,11,42,
2720083,jXiZHQmJxr,86,8,3,2,6,1
2720084,IhYbhmsozV,230,17,6,4,6,
2720085,RlCqnQmSKV,190,5,5,4,5,1
2720086,XmtPhRlsrb,217,15,5,8,39,5
2720087,RrKENkIrKL,122,6,5,6,30,3
2720088,TkQnJzFfBo,128,7,2,2,6,2
2720089,WOzRGWLAHa,161,27,15,18,25,8
2720090,YghmcokKDX,129,9,3,5,6,2
2720091,SSbSwQCoOc,134,7,,4,8,
2720092,dyJtnYFDeB,146,4,1,1,2,
2720093,kuQmmJcVZe,197,15,3,3,7,1
2720094,QHRWUAEXJK,116,23,13,13,41,5
2720095,kIIqblFFKo,27,1,4,4,1,
2720096,qggufwEToo,162,21,24,10,52,10
2720097,QorjjaXOlE,138,1,1,3,4,
2720098,mAvMlqpvXT,193,21,15,14,51,6
2720099,WKJRFZMNgl,204,15,9,8,49,3
2720100,XOAneNwSBd,132,7,3,3,8,2
2720101,SWaYSbMjtU,87,5,1,,3,1
2720102,HEeYGNmBwQ,227,14,16,9,55,4
2720103,gENkKzVEkd,306,20,20,20,61,3
2720104,RAHNFIINnb,137,6,3,5,6,
2720105,aUNWAWzWlf,119,6,3,6,6,
2720106,IVxXtOqbzR,54,3,2,2,1,
2720107,QWBJgUQZtg,132,39,17,11,44,11
2720108,LPtJyiSyPc,159,17,9,6,6,2
2720109,tgbqvHOXSy,160,21,9,8,15,2
2720110,gXVYYgMsFZ,160,9,8,6,11,
2720113,ZKNMnDtHwD,128,13,9,6,1,
2720114,DKiGxJWjxH,197,20,18,12,34,7
2720115,GvnsYHOdMp,267,84,32,36,58,5
2720116,BlKqPwcAfD,91,5,2,1,1,
2720117,iaRyyxjHnt,193,15,14,10,45,5
2720118,KcMpHJPwaL,261,23,8,7,22,5
2720119,yebPjPfedg,113,3,,,6,1
2720120,tnyAHWFcgj,61,12,7,7,15,5
2720121,HnfmRgBpwS,193,4,4,7,9,7
2720122,CptMZBQIQQ,169,23,16,42,44,3
2720123,sdrEmukixx,222,22,21,25,60,8
2720125,azVFhTzEgq,117,13,8,13,15,1
2720126,sMBHknILZo,155,17,14,23,23,9
2720127,ZgzQRXyWFc,77,2,7,8,13,3
2720128,RsVIFsMhBo,107,8,8,20,14,2
2720129,IcTJRXAlkE,111,3,2,3,11,1
2720130,jVgnlhyEwQ,56,2,3,5,3,1
2720133,nOrxNeRxPb,206,4,4,7,17,2
2720134,NSBRViMPac,110,5,3,9,15,
2720135,xqEWjMdVhu,155,4,3,6,7,3
2720136,wMaGATtoiA,174,7,7,7,21,1
2720137,HcrgfQoRqg,97,2,1,3,6,1
2720138,IMUmEMTVWR,105,1,2,,1,
2720139,tTsrFKauSm,126,,3,2,1,
2720140,ZnFFfIkAAZ,158,6,6,9,10,2
2720141,qHECYqmZrz,131,7,2,8,5,2
2720142,RYEgEysOXj,160,21,17,19,6,1
2720143,pCCivnAjbK,120,8,8,7,1,
2720144,lJAloAtSVV,174,33,25,21,31,11
2720145,QMfZZkKKbu,166,15,16,36,11,1
2720146,QhkNbqFzNn,91,13,9,6,4,3
2720147,HDCGEvUzPk,100,17,14,20,14,3
2720148,QCfMhLzQnR,130,6,6,3,1,1
2720149,WIMFjTukvY,163,13,15,29,14,
2720150,mTHUdCbOhN,131,13,23,34,17,3
2720151,bYRGiIUHem,226,9,15,20,14,1
2720152,emRubqcQki,105,19,19,21,30,
2720153,MLqIDQmolA,145,6,6,10,5,
2720154,OQgaYfcYbR,135,5,4,4,16,1
2720155,RAwCFqYZGW,112,5,7,8,9,
2720156,cxcVOwpNFm,236,9,8,11,56,2
2720157,WMByTrXIww,262,15,18,18,34,3
2720158,dLUiOgvFUr,177,13,14,11,21,4
2720159,MPCZIevQaN,142,13,6,4,34,
2720160,wkbwokvZeC,114,1,2,4,4,
2720161,zjSRSaKSyL,269,12,9,10,30,4
2720162,nPeViOCmbx,252,,1,3,1,
2720163,AIIfivvYWY,154,16,18,19,42,
2720164,JufmYMIAwi,65,6,10,8,10,3
2720165,ourkLSXPsR,137,8,2,6,12,
2720166,MuzjZMxmKp,157,11,8,9,21,3
2720167,EwrNHxSaAO,103,12,8,12,23,3
2720168,BFWhUcpTMV,111,2,1,2,1,
2720169,jOnfBqFmaA,233,24,25,24,34,8
2720170,uenkiTyOGC,143,7,11,10,23,2
2720171,dzyygJeTSs,246,8,7,9,16,
2720172,OHGeWirvNy,175,18,12,5,26,4
2720173,OEKNdlLdmp,74,4,6,5,2,1
2720174,lQGqrHDLkh,146,20,13,21,25,5
2720175,aGKlKdRgpc,128,19,15,6,16,
2720176,ulifKQfwXI,169,24,14,16,12,4
2720177,cShEfgApCr,37,2,1,1,3,1
2720178,tXUoNylnUa,240,22,6,9,5,
2720179,fsElelhgJo,145,7,6,1,6,1
2720180,VokOAOGTXf,164,20,7,7,7,1
2720181,EZfPIqcDKP,82,13,8,10,7,3
2720182,tfZRgWvjLR,163,6,6,9,38,2
2720183,QiREqjnpnu,152,8,6,11,16,2
2720184,MbEySzzfmg,243,22,17,17,56,4
2720185,tlrOtjLfsh,291,37,42,64,103,16
2720186,inoMRgkpyw,152,12,11,10,21,3
2720187,MZuOPTTQJy,241,5,7,4,8,
2720188,SNMzKNEmPj,149,21,17,17,24,6
2720189,nQhYRVKUzD,137,8,3,4,1,
2720190,SffwPfuVWI,188,13,10,15,43,8
2720191,kVDMSzQJGa,157,15,8,11,50,2
2720192,ocBfYJVlWE,138,2,1,2,1,
2720193,CNRRBHytBU,88,2,2,3,5,1
2720194,KKSROkSfjh,155,19,15,18,34,6
2720195,KdwGAdIqeg,188,9,6,11,11,1
2720196,uVRZzAQjDD,109,23,11,16,13,3
2720197,ypQNAowWMk,260,12,11,8,9,
2720198,BitUjQjCgx,168,8,7,10,10,3
2720199,nxVSQJWpIQ,103,4,4,5,7,3
2720200,qWFwVXkslH,96,5,10,10,22,6
2720201,eDWckbmIPf,108,10,6,6,51,2
2720202,igAhVFkulX,198,18,12,9,39,3
2720203,hatbRRWHnC,118,5,10,9,14,1
2720204,ozdAZWUWjz,147,26,19,12,32,3
2720205,CcuyivHTmd,145,15,16,15,61,9
2720206,OegHFcPaHZ,256,46,36,39,71,10
2720207,kFnJTyRVNq,172,3,4,4,15,1
2720208,DtZDdvbUbx,117,8,13,10,11,5
2720209,EtSzTANZMe,106,8,4,9,4,1
2720211,OkvYFmFIrf,226,18,22,17,57,7
2720212,EZEmICuTAa,181,26,14,12,33,8
2720213,FirxSoKmQa,161,3,5,11,33,
2720214,VeCPIdcuMi,89,5,4,7,8,2
2720215,hXlgBfFVHY,129,6,4,6,32,1
2720217,mwkWWXwioh,13,8,6,7,7,1
2720218,aQzfePwyPB,65,6,3,5,7,1
2720219,vtVVSEzcjL,184,37,9,8,55,5
2720220,nBmxQTYdZO,149,4,5,3,12,5
2720221,eVKeYkKTve,122,,,1,2,2
2720222,kqxxisMapq,136,17,9,10,32,5
2720223,tiyQuEvzbN,61,10,12,14,9,2
2720224,FymmgEiXrv,111,6,5,7,13,4
2720225,chmONsBIoL,227,12,25,28,40,9
2720226,vYsDruLJkr,246,20,13,17,27,11
2720227,lpNUhAPDJk,93,4,6,4,12,1
2720228,DJVDbSRGFh,239,20,18,13,31,3
2720229,aoNAJTDVco,157,30,13,19,57,5
2720230,KEZpExCZDt,117,17,6,6,43,4
2720231,SODGMPcFNQ,78,14,2,9,6,1
2720233,TeoBQDUsje,51,5,6,3,1,
2720234,JyuWBMJaHR,105,4,4,6,15,2
2720235,BsxrGidoGg,110,3,3,2,5,
2720236,GPTAYSGjNF,155,41,26,34,77,16
2720238,SUhEyYyEhl,177,9,6,22,21,2
2720239,EdMywEBUrM,109,9,2,9,11,2
2720241,gMjCQawGrD,73,5,4,4,8,2
2720242,BJOrqcahOk,90,,2,2,8,
2720243,NBGYhSJneP,82,2,2,4,8,
2720244,fKAwizaBWp,176,15,11,16,52,3
2720245,RvRdYbjqVd,193,27,14,8,43,3
2720246,aYFjsOXnkh,107,9,3,3,3,
2720247,FbguUOTJvM,67,14,5,10,11,3
2720248,eromwxtrah,227,24,16,21,56,6
2720249,lhBzwIYrNt,69,3,2,1,,
2720250,LZZjomMFPu,124,12,10,5,31,1
2720251,qhyGBIVtdv,194,17,16,27,29,5
2720252,oezgAIbmVn,145,41,30,28,63,21
2720253,HXGFTxEacz,195,35,20,12,31,2
2720254,HrHmGqABLu,122,11,5,3,4,1
2720255,LqlaYEQEsf,97,9,1,1,3,1
2720257,DHNUyDzLFY,90,11,12,6,11,4
2720259,OCYlBMDGHx,160,11,13,11,23,1
2720260,HVMuqRuJuo,138,18,10,13,20,4
2720261,ZMdDUTqDaD,139,6,4,2,4,
2720262,ohXvRlytgB,78,33,19,20,46,11
2720263,OcfzTOpijR,150,16,1,2,2,
2720264,xmnJnOPsCB,92,12,10,6,21,9
2720265,PNNEbocVqF,77,15,5,6,14,
2720266,DVPuEvbxbW,150,,,,,
2720267,qzkzqBGWSU,115,7,6,6,8,5
2720268,RMrQxCeiRn,72,3,6,5,7,
2720269,MycEhZLHuQ,88,6,9,8,18,4
2720270,RIfIwXmABw,81,6,3,5,5,1
2720271,cRhrEFnPak,106,7,12,8,48,2
2720272,dXnBdkefjb,92,4,4,6,18,2
2720273,OPGwMIgzUU,73,9,8,3,17,1
2720274,utGLOCLASG,37,4,1,,6,1
2720275,QOlCAPvjWN,32,2,1,3,9,2
2720276,ijJyuCQTRI,186,65,22,23,70,5
2720277,IQCguRFZIX,225,25,11,18,27,2
2720278,cMLSqMkSrg,106,27,15,9,47,7
2720279,pFrOOJEnZd,39,9,8,19,19,8
2720280,EjwnSRjXVO,1,,,,,1
2720281,ZTkXcJDTDC,158,4,10,5,15,2
2720283,aHdqEZHRTE,37,5,4,7,3,
2720284,RiurQfUSdx,118,1,3,1,4,1
2720286,zwJWUfAVxS,89,39,21,19,70,11
2720287,uPpLoSjFQV,109,5,3,4,7,1
2720289,RCtvmwffIe,49,5,3,1,1,1
2720290,hLjcUjWGCD,178,4,2,4,3,
2720291,rwaAufrpei,130,8,12,11,24,4
2720292,cdFTHoNMRX,138,7,10,4,45,2
2720293,vnlzmnNNnK,74,6,2,3,16,1
2720294,bslXjtbyog,191,10,10,9,38,2
2720295,pkxWUDOwpW,88,22,8,7,12,3
2720297,MWjQKddZTO,163,7,3,4,22,1
2720298,ylGxKbDSWT,102,2,2,1,2,
2720299,bWMenUCtPN,177,46,41,43,54,10
2720300,GlOZMQZpqk,40,1,1,2,11,
2720301,pkcpRRIIVn,96,6,4,6,6,2
2720302,tFyeqUxjjC,53,6,2,3,6,
2720303,MVzmXAXQSb,50,6,5,3,2,
2720305,eNBcAOiQNg,58,2,2,1,5,1
2720306,xxyfazrMXo,159,20,12,12,26,7
2720307,lsrbtJmcJN,42,3,4,2,4,
2720308,RtKyeQGFTn,179,15,13,19,19,5
2720309,yYsbcCpDdr,123,7,2,5,35,2
2720310,QcJHOmmIzF,153,9,10,9,35,1
2720311,ooZAzlWIIZ,185,9,7,7,9,
2720313,VsenSgLmQO,130,14,14,10,26,3
2720314,QZRmRRpVGL,124,12,14,17,34,7
2720316,visVAwdWPA,124,15,6,8,17,1
2720317,vnoxVncpUP,60,21,13,11,29,5
2720318,VkNByOgpKc,99,3,4,5,8,
2720319,goEYTdARtW,172,15,11,9,18,2
2720320,qDMQRuDboq,159,22,12,7,31,1
2720321,NDWSdbnQCd,120,17,11,11,7,3
2720323,SsLStGHlnE,49,3,,2,6,
2720324,vSMwMjeSZL,83,7,6,1,12,2
2720325,YbklqekxOO,35,1,,1,1,
2720326,YJgxByrUFV,63,9,12,14,25,4
2720327,qoWsYhMSGx,12,5,3,5,10,
2720328,ZQYNQkLkGs,159,3,4,3,11,1
2720329,RNrLLaBFTX,131,5,1,5,11,
2720330,rbabRrhrWZ,91,20,18,16,31,5
2720331,AINYpuTcXy,146,25,20,16,45,9
2720332,xZwObhlTjx,263,22,17,11,50,2
2720334,jmPREzGTAu,244,13,21,11,23,4
2720335,EOIwrfGyFE,180,18,14,14,32,7
2720336,ELVTztSIHy,68,2,1,2,3,1
2720337,TsFDUtFBdo,6,1,,1,2,2
2720339,zbHEpkTwgz,2,,,,,
2720340,AZyRJLiOvN,11,,,,,
2720343,ClVYvjTfNE,73,8,5,9,10,1
2720344,hSJFoLnjWZ,162,7,7,11,11,2
2720345,BgudSOPUNY,103,6,4,5,7,1
2720346,byuVzDKnSj,121,11,9,9,16,2
2720347,jvDJkaSzYg,74,8,3,6,12,3
2720348,FvcleOcmKn,128,14,6,13,20,3
2720349,MsUtxypojX,225,17,10,11,11,3
2720350,gYJMLSmAeC,61,3,1,1,1,
2720351,aMjgIDvNLP,60,7,5,5,12,
2720352,SfdNaktiWv,276,15,17,17,27,1
2720353,rJfDqVueZh,121,10,2,4,12,
2720354,eqGUAnmxeb,178,22,17,14,50,7
2720355,EYNKUVnBOM,153,27,14,15,37,9
2720356,yUCbtdjDRo,165,38,23,28,71,11
2720357,dhEJqjZLGI,98,1,8,7,19,4
2720358,hDSisbqPoW,118,4,3,4,10,
2720359,ARegxRVDGw,128,7,7,9,9,5
2720360,jGnBFugjsU,85,8,3,4,6,1
2720361,mGcTJgdlRM,242,21,12,24,73,9
2720362,iJleftFMWM,185,16,7,15,14,
2720363,VkYpDIqDeS,176,6,4,6,4,1
2720364,HuDNcCNPSu,64,3,3,7,2,1
2720365,ZMbZeHBCYf,182,16,15,17,48,3
2720366,uewEGhPgCD,113,6,8,2,40,2
2720367,FZUXgVEywy,153,3,8,9,5,1
2720369,RlHqDhDyMG,323,21,17,17,86,4
2720370,ynSzRAmhlr,187,38,15,20,44,3
2720371,ubDXbptTCx,140,6,3,7,4,
2720372,EAQqiQzbIb,123,6,4,7,7,
2720373,JEtBLDflLQ,135,15,14,28,24,3
2720374,DYRqvFEvsA,216,21,10,15,25,3
2720376,QELzKjriIs,63,11,10,12,21,3
2720377,bJbWPcGbem,119,2,6,4,5,
2720378,JfbCIiinXm,106,15,16,9,30,5
2720379,wFXogNSFQo,97,2,5,2,3,
2720380,TNkxMaYrlp,141,7,3,10,11,1
2720381,nuYLYALMeU,92,1,3,11,32,
2720382,QUHVeNWtrt,163,24,21,10,33,1
2720383,wcTWHEPKQd,56,6,,,,
2720384,GKxcpKlwRr,230,7,6,10,23,1
2720385,RtvAqdztXT,103,6,8,13,41,2
2720386,oNmBizWIMY,184,30,29,40,36,12
2720387,TwYtpFoMQd,150,11,9,8,10,
2720388,tPspnPMzIJ,148,16,17,18,20,
2720391,hjNmJSrFtf,146,,,,,
2720392,vWXUEjlMgf,44,,,,,
2720393,PLqnCQtjIw,92,,,,,
2720394,NmUHxmBTXQ,9,,,,,
2720395,GeTCSyyCrj,95,,,,,
2720396,MtCMdDinzh,139,,,,,
2720397,GloosZLmQp,95,8,6,9,15,
2720398,DzZxFklMmm,159,16,14,19,44,8
2720399,MJJkgIrQaw,67,18,10,8,15,3
2720400,QagTlHwQCi,59,12,4,3,6,1
2720401,dbuovzmxHO,128,18,7,10,23,2
2720402,NkYjpuWXec,149,22,11,4,13,3
2720403,zrMhfTZBek,134,10,9,14,35,3
2720404,xXdvcpnKYG,195,17,8,11,62,5
2720405,RWGrtoWCYx,153,19,22,24,54,4
2720406,ghXcwOoiiw,193,15,9,7,6,2
2720407,GEgMYUaenb,195,12,14,22,86,11
2720408,FpPpJydKsU,117,11,8,7,26,4
2720409,YVnAeShQKE,146,14,12,10,38,1
2720410,YsmeRNxqmc,171,34,14,29,98,15
2720413,JmgXDLnsEi,187,14,7,8,15,
2720414,UrjiLwXdly,68,4,4,4,18,3
2720415,qeHTlOtEwd,119,8,8,11,38,9
2720416,ncjMlLUwDx,129,1,5,3,13,1
2720417,mimSmabYqu,122,31,19,15,48,4
2720418,JAZKAeNKIu,111,3,2,,1,
2720419,CiPyBQyHRq,104,5,6,4,7,3
2720420,lNgSxzczll,85,1,1,1,2,
2720421,rppeJHpxBW,82,2,,,4,1
2720422,bGSfWlSgPV,170,21,14,12,40,5
2720423,lwswYrBElO,282,11,9,5,65,1
2720424,SLMKGUydCh,133,12,4,4,5,
2720425,OwuvQVYGpK,286,10,15,11,53,8
2720426,wGvCBPaZFT,179,25,27,27,84,12
2720427,akYfYLLpHU,92,11,10,4,10,
2720428,ZWQLLqfLGf,356,7,7,11,14,1
2720429,gnoXCbLIaF,181,7,8,2,38,2
2720430,xlZcEHuPuT,213,19,14,10,35,5
2720431,SgKfeUCdKy,159,2,3,,16,1
2720432,IEUPMGseWt,230,2,1,5,2,
2720433,FWkVBvNLgA,58,3,2,3,1,2
2720434,rwdTvoZadr,119,18,12,8,20,4
2720435,nAllKmOKAW,74,17,16,17,52,13
2720436,vUMMQRTMPP,144,2,3,1,17,1
2720437,HOQcsCHnZB,162,13,3,3,20,2
2720438,yLtWIDdkoc,100,6,6,5,12,4
2720439,PhgGdZCmyD,80,8,5,6,15,1
2720440,kRRvLuuODi,81,2,3,3,9,1
2720441,IlbaHSpGHR,34,1,1,1,2,
2720442,QCGzsEQtCY,321,14,7,10,22,3
2720443,TRGEFBxVEH,101,6,,1,5,
2720444,kbFUVYglSm,80,8,4,5,38,4
2720445,GamJzjyFCm,95,6,7,4,12,1
2720446,xlKrTxipyE,105,5,6,16,29,
2720447,NHlNMIyViz,273,12,9,11,29,4
2720448,rgXGiwoZup,191,,3,7,17,1
2720449,ZYFCFLHfNg,191,10,6,9,16,2
2720450,fvsWjwLdWM,286,12,10,8,9,
2720451,ezqtDhPxfc,144,4,2,4,2,
2720452,liaNVIDBzl,130,14,4,4,2,
2720453,nGwrDDFEpy,151,7,4,10,13,2
2720454,YPAtgFCQDi,185,6,11,16,13,
2720455,etqPeQvlhq,205,9,9,7,13,1
2720456,RpxVygpeaF,224,23,22,28,39,5
2720457,XCstnHAzfJ,134,9,11,12,20,5
2720458,oymMJvdsnD,145,10,8,7,9,4
2720459,gWSTlNOQDB,174,10,,6,6,
2720460,wxRLGhTNNd,57,8,4,6,9,1
2720461,VahhdaRaGN,189,12,6,8,12,2
2720462,DfoqPOTnOU,140,5,3,5,3,
2720463,sYFZvLuObu,190,15,7,9,16,2
2720464,KyvYsMhPdZ,206,5,6,6,5,
2720465,sRXiJVvQEi,131,10,6,7,10,4
2720466,LOSdPsGbJn,165,3,6,7,19,1
2720467,IqKXKPasIN,110,1,9,4,23,1
2720469,qfSWRmXJMM,148,15,22,37,68,8
2720470,pSqPCNZaUf,146,5,15,11,12,3
2720471,eijhQueURn,122,2,2,7,11,3
2720472,RqywvfiMmD,120,3,5,8,4,
2720473,jXLANbtDrz,159,3,9,7,9,
2720475,RdGeazpznk,192,7,6,7,13,2
2720476,gZxGdjggDs,192,17,16,4,62,7
2720477,SyZbEWAmjc,165,31,12,17,26,4
2720478,CjNowiROdU,259,41,14,19,70,10
2720480,unJOmctJPL,225,5,3,3,10,1
2720481,LrSsiFdUsj,50,10,2,1,,
2720482,dVkxopGhEX,240,20,10,8,22,3
2720483,TzHtBMsQWo,274,34,21,12,25,1
2720484,IcRfHfkSLg,41,4,1,1,4,1
2720485,XrpEFdawRq,55,5,,2,6,
2720487,LVelGXvfLc,154,25,10,11,40,
2720488,WZTgazZPsP,195,3,3,2,3,2
2720493,ngkDSYjGJc,74,3,1,,4,
2720495,aCIunIyqmk,60,1,1,2,2,
2720496,qqRlaluyeq,24,,1,1,1,
2720498,mfsLgERfxp,157,12,11,15,30,2
2720499,MapWPxnWMa,31,6,6,5,9,3
2720500,ktLitApzSI,1,,,,,
2720501,gIWEMrOiZe,159,6,5,7,27,1
2720502,WhZyttPwxk,3,1,,2,2,1
2720503,VqrszzETUJ,2,,,,,
2720504,sdTRKIBfFU,9,1,2,,2,
2720505,CrZGKAMhDJ,99,7,2,2,7,
2720506,IOoUQrTXjj,54,9,10,9,5,4
2720521,ALycKjQxKN,1,,,,,
2720530,bNxBnwLTwL,3,2,2,2,2,2
2720532,lWmbsbgcpa,1,,,,,
2720535,IbwdtJrJGx,16,1,1,2,4,
2720536,fhdJJrMWLH,49,8,5,14,35,5
2720537,hoNRRPQyrL,113,2,1,1,4,
2720538,megjQqYrvv,84,9,5,8,7,
2730001,qWlxYICZMn,31,,,,,
2730004,zzVgktjgcF,254,1,,,5,
2730006,IGMgQuoykF,235,7,1,3,9,1
2730007,DpvHZpcaGQ,99,,,,,
2730009,YfmzMotCuF,27,3,2,1,4,
2730010,zIwhKrHteR,73,3,2,3,3,2
2730012,uOtJyPoWve,59,,,,,
2730013,BEPNyONlJi,171,,2,,4,
2730015,SSiBamyEUU,260,,,,,
2730025,ZudkITUJaI,20,2,1,1,9,
2730028,tSMSKpoPUw,342,13,7,3,13,
2730029,lrpGIbYQnf,268,1,2,3,2,
2730032,AQOeDOiyJX,18,,,,,
2730035,LulVQSkNfo,42,,,,,
2730036,tSiQWnqrOY,158,1,,,1,
2730037,xQuBQYIbRn,32,,,,,
2730038,asVghJzlPk,87,,,,,
2730039,QMOlxbBzzn,18,1,1,,1,
2730041,wZWfydYMXG,37,2,1,2,4,2
2730042,dJwWAMFVDl,196,6,2,2,5,
2730043,dzBDvLFxbT,15,,,,,
2730044,paDlXzYjrA,37,7,6,6,13,4
2730045,kjhslgerrf,197,,,,,
2730047,QhwqIpnODj,49,,,,,
2730050,XhVSLmjmkt,79,3,1,5,5,
2730054,jOYMOfAERY,51,6,4,7,5,1
2730057,KqMybsdPPa,87,,4,3,28,2
2730058,rGammEiCsJ,176,4,2,1,9,
2730059,JYzaJDCudO,84,1,2,1,2,
2730061,WUMwDmaugF,68,6,3,3,16,2
2730062,ulybosNFyb,38,1,,,1,
2730063,xTYLlJLjsf,49,1,,,,
2730064,HZqNpdwchm,37,,,,,
2730065,meqMQZJDoy,24,2,1,,18,
2730066,ovzaljDkvM,118,1,1,1,1,
2730067,WgDliRwXdv,59,1,,2,14,
2730068,IxTAUwJUyr,28,,4,1,,
2730069,pLpJhTSkst,52,2,,1,1,
2730070,YeipoQtSup,16,,,,,
2730071,oUnbgoYRsu,29,,,,,
2730072,MdToldXYtP,81,2,1,,4,
2730074,DOYJDhwdTp,25,3,1,2,2,1
2730077,hGnkXUiJnn,44,5,2,2,5,
2730078,pvaDsKIRnt,118,2,1,1,2,
2730079,KTyhdikHHy,202,3,2,6,3,
2730080,jDwMGbFHwU,115,2,,1,11,
2730084,xaohFhimVq,87,1,,,,
2730085,tqoHHGrVtr,71,,,,,
2730086,tNOofZiZcM,30,1,2,3,3,
2730088,cNzUtJOpmT,244,,,,,
2730089,AlvQFunPBc,99,3,,1,4,
2730090,qKLztNBhNq,120,7,7,4,15,2
2730091,uUiaErCFSH,48,1,1,1,,
2730092,EDcWKWWBwc,67,,,,,
2810003,lZkbkVCUfC,127,7,3,4,4,
2810004,XetKKIUbEV,105,4,7,9,21,4
2820001,MxFipsJWRj,80,2,5,1,9,1
2820002,abwNdRdbPn,117,9,5,6,32,1
2820003,JHJTqgqqFA,107,11,10,13,26,
2820004,vrjKFjNXWQ,151,10,2,5,26,
2820005,UYCkZRHpHA,208,,,,,
2820006,BQVaukfHTe,169,4,3,3,9,
2820007,HjlHNBIByl,223,10,9,10,24,
2820008,GCzQQSnNcH,117,3,4,2,10,1
2820009,ftswPHXXyn,195,9,12,18,53,5
2820010,mwVYsXQpdE,133,7,2,4,15,
2820011,cLsSDGGgkL,165,10,11,24,68,3
2820012,shyAjFEBVD,167,5,4,3,9,
2820013,DhTpWjCqrp,246,14,13,21,22,
2820014,TzeFBChsVK,222,7,9,12,52,5
2820015,xiiCkxhrgh,211,19,16,18,39,4
2820016,sanEjXtWjy,205,17,16,20,67,5
2820017,eAeXArEGoB,119,,,,,
2820018,qpardlFzmx,159,,,,,
